taxid	parent_taxid	assemblies_count	biosamples_count	institutes_count	countries_count	biosamples_with_coordinates_count	rank	scientific_name
1601829	305541	2	2	1	1	2	species	Rymosia fasciata
397139	397115	1	1	1	0	0	genus	Exechia
1601820	397139	1	1	1	0	0	species	Exechia fusca
397114	43799	4	4	1	1	4	tribe	Mycetophilini
397146	397114	4	4	1	1	4	genus	Mycetophila
2882405	397146	2	2	1	1	2	species	Mycetophila formosa
397147	397146	2	2	1	1	2	species	Mycetophila fungorum
397112	29035	4	4	1	1	4	subfamily	Leiinae
397113	397112	4	4	1	1	4	genus	Leia
2948972	397113	2	2	1	1	2	species	Leia fascipennis
1343502	397113	2	2	1	1	2	species	Leia winthemii
52716	29035	3	3	2	1	2	subfamily	Ditomyiinae
560780	52716	3	3	2	1	2	genus	Symmerus
560781	560780	2	2	1	1	2	species	Symmerus annulatus
1520310	560780	1	1	1	0	0	species	Symmerus nobilis
397110	29035	3	3	2	1	2	subfamily	Gnoristinae
397111	397110	2	2	1	1	2	genus	Boletina
608661	397111	2	2	1	1	2	species	Boletina plana
608676	397110	1	1	1	0	0	genus	Gnoriste
608677	608676	1	1	1	0	0	species	Gnoriste bilineata
52715	29035	2	2	1	0	0	subfamily	Bolitophilinae
52718	52715	2	2	1	0	0	genus	Bolitophila
52719	52718	1	1	1	0	0	species	Bolitophila cinerea
608666	52718	1	1	1	0	0	species	Bolitophila hybrida
7184	41830	20	20	8	5	6	family	Sciaridae
35571	7184	13	13	6	4	4	genus	Bradysia
38358	35571	5	5	4	2	2	species	Bradysia coprophila
335710	35571	2	2	1	1	2	species	Bradysia impatiens
1260807	35571	1	1	1	1	0	species	Bradysia alpicola
1817600	35571	1	1	1	1	0	species	Bradysia confinis
3151524	35571	1	1	1	1	0	species	Bradysia desolata
1260802	35571	1	1	1	1	0	species	Bradysia ocellaris
1564500	35571	1	1	1	1	0	species	Bradysia odoriphaga
1817611	35571	1	1	1	1	0	species	Bradysia pectoralis
170626	7184	4	4	2	1	2	genus	Lycoriella
767460	170626	3	3	2	1	2	species	Lycoriella ingenua
1887995	170626	1	1	1	1	0	species	Lycoriella agraria
1260838	7184	1	1	1	0	0	genus	Phytosciara
1260839	1260838	1	1	1	0	0	species	Phytosciara flavipes
1260852	7184	1	1	1	1	0	genus	Pseudolycoriella
35572	1260852	1	1	1	1	0	species	Pseudolycoriella hygida
1260854	7184	1	1	1	0	0	genus	Trichosia
1260884	1260854	1	1	1	0	0	species	Trichosia splendens
33406	41830	11	11	9	3	0	family	Cecidomyiidae
43793	33406	8	8	8	3	0	subfamily	Cecidomyiinae
52723	43793	6	6	6	3	0	no rank	Cecidomyiidi
71814	52723	6	6	6	3	0	tribe	Cecidomyiini
263139	71814	2	2	2	2	0	genus	Sitodiplosis
263140	263139	2	2	2	2	0	species	Sitodiplosis mosellana
95971	71814	1	1	1	0	0	genus	Aphidoletes
95972	95971	1	1	1	0	0	species	Aphidoletes aphidimyza
153220	71814	1	1	1	1	0	genus	Contarinia
265458	153220	1	1	1	1	0	species	Contarinia nasturtii
225062	71814	1	1	1	1	0	genus	Obolodiplosis
225063	225062	1	1	1	1	0	species	Obolodiplosis robiniae
650424	71814	1	1	1	1	0	genus	Resseliella
2494512	650424	1	1	1	1	0	species	Resseliella maxima
52721	43793	2	2	2	0	0	no rank	Lasiopteridi
52722	52721	2	2	2	0	0	tribe	Oligotrophini
39757	52722	2	2	2	0	0	genus	Mayetiola
39758	39757	2	2	2	0	0	species	Mayetiola destructor
2338966	33406	1	1	1	1	0	subfamily	Catotrichinae
1588157	2338966	1	1	1	1	0	genus	Catotricha
1588158	1588157	1	1	1	1	0	species	Catotricha subobsoleta
43794	33406	1	1	1	0	0	subfamily	Lestremiinae
1588161	43794	1	1	1	0	0	genus	Lestremia
1588162	1588161	1	1	1	0	0	species	Lestremia cinerea
43795	33406	1	1	1	0	0	subfamily	Porricondylinae
1588167	43795	1	1	1	0	0	genus	Porricondyla
1588168	1588167	1	1	1	0	0	species	Porricondyla nigripennis
58254	41830	4	4	2	1	2	family	Keroplatidae
58256	58254	3	3	2	1	2	subfamily	Macrocerinae
608727	58256	3	3	2	1	2	genus	Macrocera
2870502	608727	2	2	1	1	2	species	Macrocera phalerata
1914935	608727	1	1	1	0	0	species	Macrocera vittata
2746410	58254	1	1	1	0	0	subfamily	Platyurinae
608714	2746410	1	1	1	0	0	genus	Platyura
1915071	608714	1	1	1	0	0	species	Platyura marginata
560752	41830	1	1	1	0	0	family	Diadocidiidae
560721	560752	1	1	1	0	0	genus	Diadocidia
560722	560721	1	1	1	0	0	species	Diadocidia ferruginosa
43790	43784	8	8	3	3	6	superfamily	Bibionoidea
52729	43790	6	6	1	1	6	family	Bibionidae
52730	52729	6	6	1	1	6	subfamily	Bibioninae
52733	52730	4	4	1	1	4	genus	Dilophus
52734	52733	2	2	1	1	2	species	Dilophus febrilis
1086758	52733	2	2	1	1	2	species	Dilophus femoratus
189978	52730	2	2	1	1	2	genus	Bibio
189979	189978	2	2	1	1	2	species	Bibio marci
560818	43790	2	2	2	2	0	family	Pleciidae
560770	560818	1	1	1	1	0	genus	Penthetria
1588146	560770	1	1	1	1	0	species	Penthetria funebris
1260898	560818	1	1	1	1	0	genus	Plecia
2976917	1260898	1	1	1	1	0	species	Plecia longiforceps
43789	7148	35	35	2	1	34	infraorder	Tipulomorpha
41829	43789	35	35	2	1	34	superfamily	Tipuloidea
41042	41829	25	25	2	1	24	family	Tipulidae
52735	41042	25	25	2	1	24	subfamily	Tipulinae
41043	52735	17	17	2	1	16	genus	Tipula
1226085	41043	6	6	1	1	6	subgenus	Lunatipula
2719107	1226085	2	2	1	1	2	species	Tipula fascipennis
2867262	1226085	2	2	1	1	2	species	Tipula helvola
2741129	1226085	2	2	1	1	2	species	Tipula vernalis
1118047	41043	2	2	1	1	2	subgenus	Acutipula
2886541	1118047	2	2	1	1	2	species	Tipula fulvipennis
1690407	41043	2	2	1	1	2	subgenus	Beringotipula
2867263	1690407	2	2	1	1	2	species	Tipula unca
1677664	41043	2	2	1	1	2	subgenus	Savtshenkia
2881124	1677664	2	2	1	1	2	species	Tipula confusa
1690406	41043	2	2	1	1	2	subgenus	Vestiplex
2736688	1690406	2	2	1	1	2	species	Tipula scripta
1743467	41043	2	2	1	1	2	subgenus	Yamatotipula
2025111	1743467	2	2	1	1	2	species	Tipula lateralis
259245	41043	1	1	1	0	0	subgenus	Tipula
312236	259245	1	1	1	0	0	species	Tipula oleracea
46210	52735	6	6	1	1	6	genus	Nephrotoma
2741127	46210	2	2	1	1	2	species	Nephrotoma appendiculata
2719080	46210	2	2	1	1	2	species	Nephrotoma flavescens
2881093	46210	2	2	1	1	2	species	Nephrotoma guestfalica
1690388	52735	2	2	1	1	2	genus	Prionocera
1690389	1690388	2	2	1	1	2	species	Prionocera turcica
43823	41829	4	4	1	1	4	family	Limoniidae
700821	43823	2	2	1	1	2	subfamily	Limnophilinae
1823598	700821	2	2	1	1	2	genus	Phylidorea
2882644	1823598	2	2	1	1	2	species	Phylidorea fulvonervosa
52737	43823	2	2	1	1	2	subfamily	Limoniinae
52743	52737	2	2	1	1	2	genus	Limonia
1690341	52743	2	2	1	1	2	species	Limonia nubeculosa
702679	41829	4	4	1	1	4	family	Pediciidae
472373	702679	4	4	1	1	4	subfamily	Pediciinae
472374	472373	2	2	1	1	2	genus	Pedicia
2882575	472374	2	2	1	1	2	species	Pedicia rivosa
700863	472373	2	2	1	1	2	genus	Tricyphona
2866288	700863	2	2	1	1	2	species	Tricyphona immaculata
702680	41829	2	2	1	1	2	family	Cylindrotomidae
560755	702680	2	2	1	1	2	subfamily	Cylindrotominae
2715156	560755	2	2	1	1	2	genus	Diogma
2715158	2715156	2	2	1	1	2	species	Diogma glabrata
43787	7148	19	19	11	7	4	infraorder	Psychodomorpha
41831	43787	14	14	10	7	2	superfamily	Psychodoidea
7197	41831	14	14	10	7	2	family	Psychodidae
7198	7197	10	10	7	6	0	subfamily	Phlebotominae
13203	7198	7	7	6	4	0	genus	Phlebotomus
59268	13203	2	2	2	1	0	subgenus	Larroussius
13204	59268	2	2	2	1	0	species	Phlebotomus perniciosus
44556	13203	2	2	2	1	0	subgenus	Phlebotomus
29031	44556	2	2	2	1	0	species	Phlebotomus papatasi
252618	13203	1	1	1	1	0	subgenus	Adlerius
641374	252618	1	1	1	1	0	species	Phlebotomus chinensis
94468	13203	1	1	1	0	0	subgenus	Euphlebotomus
94469	94468	1	1	1	0	0	species	Phlebotomus argentipes
59269	13203	1	1	1	1	0	subgenus	Paraphlebotomus
85759	59269	1	1	1	1	0	species	Phlebotomus sergenti
7199	7198	2	2	1	1	0	genus	Lutzomyia
252607	7199	2	2	1	1	0	subgenus	Lutzomyia
7200	252607	2	2	1	1	0	species	Lutzomyia longipalpis
59270	7198	1	1	1	1	0	genus	Sergentomyia
2320528	59270	1	1	1	1	0	subgenus	Neophlebotomus
2283857	2320528	1	1	1	1	0	species	Sergentomyia squamirostris
41832	7197	4	4	3	1	2	subfamily	Psychodinae
85119	41832	4	4	3	1	2	genus	Clogmia
85120	85119	4	4	3	1	2	species	Clogmia albipunctata
43792	43787	4	4	3	1	2	superfamily	Trichoceroidea
52748	43792	3	3	2	1	2	family	Anisopodidae
52751	52748	3	3	2	1	2	subfamily	Anisopodinae
52753	52751	3	3	2	1	2	genus	Sylvicola
1552766	52753	2	2	1	1	2	species	Sylvicola cinctus
1086785	52753	1	1	1	0	0	species	Sylvicola fuscatus
52747	43792	1	1	1	0	0	family	Trichoceridae
1577619	52747	1	1	1	0	0	no rank	unclassified Trichoceridae
1577620	1577619	1	1	1	0	0	species	Trichoceridae sp. BV-2014
1588183	43787	1	1	1	0	0	superfamily	Scatopsoidea
52749	1588183	1	1	1	0	0	family	Scatopsidae
170624	52749	1	1	1	0	0	genus	Coboldia
170625	170624	1	1	1	0	0	species	Coboldia fuscipes
43788	7148	6	6	1	1	6	infraorder	Ptychopteromorpha
79304	43788	6	6	1	1	6	family	Ptychopteridae
79305	79304	6	6	1	1	6	subfamily	Ptychopterinae
209691	79305	6	6	1	1	6	genus	Ptychoptera
1902997	209691	2	2	1	1	2	species	Ptychoptera albimana
1572538	209691	2	2	1	1	2	species	Ptychoptera contaminata
1903307	209691	2	2	1	1	2	species	Ptychoptera lacustris
265461	7147	1	1	1	1	1	no rank	unclassified Diptera
2492661	265461	1	1	1	1	1	species	Diptera sp. S2_005_002R2
27420	3701063	6	6	3	4	4	order	Mecoptera
50439	27420	4	4	3	3	2	family	Panorpidae
50440	50439	4	4	3	3	2	genus	Panorpa
50603	50440	3	3	2	2	2	species	Panorpa germanica
706606	50440	1	1	1	1	0	species	Panorpa liui
48910	27420	2	2	1	1	2	family	Boreidae
48911	48910	2	2	1	1	2	genus	Boreus
270879	48911	2	2	1	1	2	species	Boreus westwoodi
7509	3701063	3	3	3	1	0	order	Siphonaptera
140693	7509	3	3	3	1	0	suborder	Pulicomorpha
129369	140693	3	3	3	1	0	superfamily	Pulicoidea
7511	129369	3	3	3	1	0	family	Pulicidae
476429	7511	2	2	2	1	0	subfamily	Archaeopsyllinae
7514	476429	2	2	2	1	0	genus	Ctenocephalides
7515	7514	2	2	2	1	0	species	Ctenocephalides felis
476427	7511	1	1	1	1	0	subfamily	Xenopsyllinae
163158	476427	1	1	1	1	0	genus	Xenopsylla
163159	163158	1	1	1	1	0	species	Xenopsylla cheopis
3701064	3701062	1229	1229	177	67	751	clade	Neuropteroidea
7041	3701064	1073	1073	167	55	726	order	Coleoptera
41084	7041	958	958	158	51	629	suborder	Polyphaga
41088	41084	596	596	111	40	406	infraorder	Cucujiformia
71528	41088	219	219	42	19	147	superfamily	Chrysomeloidea
27439	71528	160	160	34	15	109	family	Chrysomelidae
63710	27439	64	64	12	7	41	subfamily	Galerucinae
131578	63710	25	25	2	2	22	tribe	Alticini
212114	131578	6	6	1	1	6	subtribe	Crepidoderina
131625	212114	6	6	1	1	6	genus	Crepidodera
200911	131625	2	2	1	1	2	species	Crepidodera aurata
346762	131625	2	2	1	1	2	species	Crepidodera aurea
1425550	131625	2	2	1	1	2	species	Crepidodera fulvicornis
294674	131578	4	4	1	1	4	genus	Longitarsus
346795	294674	2	2	1	1	2	species	Longitarsus dorsalis
878065	294674	2	2	1	1	2	species	Longitarsus flavicornis
211086	131578	2	2	1	1	2	subtribe	Alticina
131581	211086	2	2	1	1	2	genus	Altica
346691	131581	2	2	1	1	2	species	Altica lythri
231784	131578	2	2	1	1	2	subtribe	Aphthonina
217225	231784	2	2	1	1	2	genus	Aphthona
1587043	217225	2	2	1	1	2	species	Aphthona herbigrada
211588	131578	2	2	1	1	2	subtribe	Chaetocnemina
131607	211588	2	2	1	1	2	genus	Chaetocnema
346761	131607	2	2	1	1	2	species	Chaetocnema hortensis
212117	131578	2	2	1	1	2	subtribe	Hermaeophagina
347361	212117	2	2	1	1	2	genus	Hermaeophaga
347362	347361	2	2	1	1	2	species	Hermaeophaga mercurialis
877842	131578	2	2	1	1	2	genus	Neocrepidodera
877844	877842	2	2	1	1	2	species	Neocrepidodera transversa
224132	131578	2	2	1	1	0	genus	Phyllotreta
224133	224132	1	1	1	1	0	species	Phyllotreta cruciferae
444603	224132	1	1	1	1	0	species	Phyllotreta striolata
212116	131578	2	2	1	1	2	subtribe	Podagricina
229147	212116	2	2	1	1	2	genus	Podagrica
1425595	229147	2	2	1	1	2	species	Podagrica fuscicornis
294691	131578	1	1	1	1	0	genus	Psylliodes
3402493	294691	1	1	1	1	0	species	Psylliodes chrysocephalus
63715	63710	24	24	7	6	10	tribe	Galerucini
226881	63715	16	16	5	5	4	clade	Atysites
217246	226881	9	9	3	4	0	genus	Diorhabda
1163345	217246	3	3	3	1	0	species	Diorhabda carinulata
1163344	217246	2	2	2	1	0	species	Diorhabda carinata
217247	217246	2	2	2	1	0	species	Diorhabda elongata
1163346	217246	2	2	2	1	0	species	Diorhabda sublineata
131644	226881	7	7	2	1	4	genus	Galerucella
416559	131644	4	4	1	1	4	no rank	Galerucella nymphaeae complex
131645	416559	2	2	1	1	2	species	Galerucella nymphaeae
227477	416559	2	2	1	1	2	species	Galerucella sagittariae
161252	131644	1	1	1	0	0	species	Galerucella calmariensis
161253	131644	1	1	1	0	0	species	Galerucella pusilla
161257	131644	1	1	1	0	0	species	Galerucella tenella
227479	63715	4	4	1	1	4	genus	Lochmaea
227480	227479	2	2	1	1	2	species	Lochmaea capreae
1143063	227479	2	2	1	1	2	species	Lochmaea crataegi
227365	63715	2	2	1	1	2	clade	Galerucites
217233	227365	2	2	1	1	2	genus	Galeruca
2017130	217233	2	2	1	1	2	species	Galeruca laticollis
226861	63715	2	2	2	1	0	no rank	Schematizites
38157	226861	2	2	2	1	0	genus	Ophraella
38162	38157	2	2	2	1	0	species	Ophraella communa
63711	63710	11	11	6	3	5	tribe	Luperini
226742	63711	5	5	3	1	0	subtribe	Diabroticina
226749	226742	5	5	3	1	0	no rank	Diabroticites
50385	226749	5	5	3	1	0	genus	Diabrotica
50387	50385	2	2	1	1	0	species	Diabrotica undecimpunctata
50389	50385	2	2	2	1	0	species	Diabrotica virgifera
50390	50389	2	2	2	1	0	subspecies	Diabrotica virgifera virgifera
107213	50385	1	1	1	1	0	species	Diabrotica balteata
226727	63711	5	5	2	2	5	subtribe	Luperina
226732	226727	4	4	1	1	4	no rank	Luperites
281587	226732	4	4	1	1	4	genus	Luperus
1553543	281587	2	2	1	1	2	species	Luperus flavipes
281588	281587	2	2	1	1	2	species	Luperus longicornis
226728	226727	1	1	1	1	1	no rank	Monoleptites
200839	226728	1	1	1	1	1	genus	Monolepta
327932	200839	1	1	1	1	1	species	Monolepta hieroglyphica
226721	63711	1	1	1	1	0	subtribe	Aulacophorina
226722	226721	1	1	1	1	0	clade	Aulacophorites
131591	226722	1	1	1	1	0	genus	Aulacophora
226735	131591	1	1	1	1	0	species	Aulacophora lewisii
715881	63710	2	2	1	1	2	no rank	Galerucinae incertae sedis
301069	715881	2	2	1	1	2	genus	Sphaeroderma
428710	301069	2	2	1	1	2	species	Sphaeroderma testaceum
200827	63710	2	2	1	1	2	tribe	Sermylini
226726	200827	2	2	1	1	2	no rank	Agelasticites
131576	226726	2	2	1	1	2	genus	Agelastica
131577	131576	2	2	1	1	2	species	Agelastica alni
63707	27439	60	60	14	7	47	subfamily	Chrysomelinae
63708	63707	40	40	10	5	33	tribe	Chrysomelini
41125	63708	14	14	2	2	14	genus	Chrysolina
75506	41125	2	2	1	1	2	species	Chrysolina americana
111401	41125	2	2	1	1	2	species	Chrysolina graminis
75519	41125	2	2	1	1	2	species	Chrysolina haemoptera
75521	41125	2	2	1	1	2	species	Chrysolina herbacea
111402	41125	2	2	1	1	2	species	Chrysolina hyperici
1587174	41125	2	2	1	1	2	species	Chrysolina oricalcia
75531	41125	2	2	1	1	2	species	Chrysolina quadrigemina
41127	63708	7	7	3	2	6	genus	Chrysomela
153825	41127	3	3	2	1	2	species	Chrysomela aeneicollis
154003	41127	2	2	1	1	2	species	Chrysomela populi
1587176	41127	2	2	1	1	2	species	Chrysomela saliceti
154016	63708	6	6	4	3	2	genus	Plagiodera
154017	154016	6	6	4	3	2	species	Plagiodera versicolora
80248	63708	5	5	2	1	4	genus	Phaedon
80249	80248	3	3	2	1	2	species	Phaedon cochleariae
346819	80248	2	2	1	1	2	species	Phaedon tumidulus
154013	63708	4	4	1	1	4	genus	Gastrophysa
878018	154013	2	2	1	1	2	species	Gastrophysa polygoni
154015	154013	2	2	1	1	2	species	Gastrophysa viridula
131699	63708	2	2	1	1	2	genus	Phratora
153785	131699	2	2	1	1	2	species	Phratora vitellinae
561075	63708	1	1	1	1	0	genus	Colaphellus
561076	561075	1	1	1	1	0	species	Colaphellus bowringi
63688	63708	1	1	1	1	1	genus	Gonioctena
63699	63688	1	1	1	1	1	species	Gonioctena quinquepunctata
63712	63707	20	20	5	5	14	tribe	Doryphorini
7538	63712	15	15	3	3	10	genus	Leptinotarsa
7539	7538	5	5	3	2	0	species	Leptinotarsa decemlineata
216192	7538	2	2	1	1	2	species	Leptinotarsa juncta
2663496	7538	1	1	1	1	1	species	Leptinotarsa defecta
380266	7538	1	1	1	1	1	species	Leptinotarsa haldemani
2663499	7538	1	1	1	1	1	species	Leptinotarsa lineolata
2663494	7538	1	1	1	1	1	species	Leptinotarsa peninsularis
2663495	7538	1	1	1	1	1	species	Leptinotarsa rubiginosa
937810	7538	1	1	1	1	1	species	Leptinotarsa texana
2663498	7538	1	1	1	1	1	species	Leptinotarsa tumamoca
2663497	7538	1	1	1	1	1	species	Leptinotarsa undecemlineata
172869	63712	2	2	1	1	2	genus	Calligrapha
359191	172869	2	2	1	1	2	species	Calligrapha alni
131651	63712	2	2	1	1	2	genus	Labidomera
131652	131651	2	2	1	1	2	species	Labidomera clivicollis
216194	63712	1	1	1	1	0	genus	Zygogramma
937811	216194	1	1	1	1	0	species	Zygogramma bicolorata
64387	27439	19	19	7	6	9	subfamily	Bruchinae
256835	64387	17	17	5	5	8	tribe	Bruchini
64388	256835	6	6	1	1	6	genus	Bruchidius
1649775	64388	2	2	1	1	2	species	Bruchidius siliquastri
256828	64388	2	2	1	1	2	species	Bruchidius varius
256915	64388	2	2	1	1	2	species	Bruchidius villosus
64390	256835	6	6	4	3	0	genus	Callosobruchus
64391	64390	5	5	4	3	0	species	Callosobruchus maculatus
146774	64390	1	1	1	1	0	species	Callosobruchus chinensis
200916	256835	3	3	2	2	0	genus	Acanthoscelides
200917	200916	3	3	2	2	0	species	Acanthoscelides obtectus
79500	256835	2	2	1	1	2	genus	Bruchus
256923	79500	2	2	1	1	2	species	Bruchus rufimanus
256832	64387	2	2	2	2	1	tribe	Amblycerini
122864	256832	2	2	2	2	1	genus	Zabrotes
122865	122864	2	2	2	2	1	species	Zabrotes subfasciatus
131688	27439	6	6	1	1	6	subfamily	Cryptocephalinae
204943	131688	6	6	1	1	6	genus	Cryptocephalus
204949	204943	2	2	1	1	2	species	Cryptocephalus moraei
1587206	204943	2	2	1	1	2	species	Cryptocephalus primarius
877924	204943	2	2	1	1	2	species	Cryptocephalus pusillus
63716	27439	4	4	1	1	4	subfamily	Criocerinae
79504	63716	2	2	1	1	2	genus	Crioceris
131627	79504	2	2	1	1	2	species	Crioceris asparagi
131653	63716	2	2	1	1	2	genus	Lilioceris
1553529	131653	2	2	1	1	2	species	Lilioceris lilii
107219	27439	3	3	3	2	0	subfamily	Cassidinae
111216	107219	1	1	1	1	0	genus	Brontispa
111217	111216	1	1	1	1	0	species	Brontispa longissima
111229	107219	1	1	1	1	0	genus	Chelymorpha
111230	111229	1	1	1	1	0	species	Chelymorpha alternans
1432746	107219	1	1	1	1	0	genus	Octodonta
1432747	1432746	1	1	1	1	0	species	Octodonta nipae
111198	27439	3	3	2	2	2	subfamily	Donaciinae
131704	111198	2	2	1	1	2	genus	Plateumaris
462189	131704	2	2	1	1	2	species	Plateumaris germari
111199	111198	1	1	1	1	0	genus	Donacia
225698	111199	1	1	1	1	0	species	Donacia provostii
107214	27439	1	1	1	1	0	subfamily	Eumolpinae
284416	107214	1	1	1	1	0	genus	Colaspoides
3342242	284416	1	1	1	1	0	species	Colaspoides femoralis
34667	71528	59	59	12	8	38	family	Cerambycidae
79514	34667	25	25	11	8	13	subfamily	Lamiinae
192380	79514	6	6	4	3	1	tribe	Monochamini
192381	192380	5	5	3	2	1	genus	Monochamus
192382	192381	2	2	2	1	0	species	Monochamus alternatus
236074	192381	1	1	1	1	0	species	Monochamus saltuarius
1323392	192381	1	1	1	1	1	species	Monochamus scutellatus
236073	192381	1	1	1	1	0	species	Monochamus sutor
1323399	192380	1	1	1	1	0	genus	Molorchus
1323400	1323399	1	1	1	1	0	species	Molorchus minor
192383	79514	5	5	3	3	2	tribe	Lamiini
157304	192383	5	5	3	3	2	genus	Anoplophora
217634	157304	3	3	3	3	1	species	Anoplophora glabripennis
217632	157304	1	1	1	1	0	species	Anoplophora chinensis
3680197	157304	1	1	1	1	1	species	Anoplophora malasiaca
79515	79514	4	4	2	1	3	tribe	Tetraopini
50524	79515	4	4	2	1	3	genus	Tetraopes
1206596	50524	2	2	2	1	1	species	Tetraopes tetrophthalmus
134893	50524	1	1	1	1	1	species	Tetraopes melanurus
134895	50524	1	1	1	1	1	species	Tetraopes sublaevis
351096	79514	2	2	2	1	0	tribe	Batocerini
351097	351096	2	2	2	1	0	genus	Batocera
583388	351097	1	1	1	1	0	species	Batocera lineolata
1840708	351097	1	1	1	1	0	species	Batocera rufomaculata
407271	79514	2	2	1	1	2	tribe	Phrissomini
1265420	407271	2	2	1	1	2	genus	Morimus
1265421	1265420	1	1	1	1	1	species	Morimus asper
2974020	1265420	1	1	1	1	1	species	Morimus orientalis
294786	79514	2	2	1	1	2	tribe	Phytoeciini
294787	294786	2	2	1	1	2	genus	Phytoecia
1588379	294787	2	2	1	1	2	species	Phytoecia cylindrica
347439	79514	2	2	1	1	2	tribe	Pogonocherini
347440	347439	2	2	1	1	2	genus	Pogonocherus
1143099	347440	2	2	1	1	2	species	Pogonocherus hispidulus
185370	79514	1	1	1	1	0	tribe	Acanthocinini
1261042	185370	1	1	1	1	0	genus	Exocentrus
1586481	1261042	1	1	1	1	0	species	Exocentrus adspersus
131723	79514	1	1	1	1	1	tribe	Onciderini
768143	131723	1	1	1	1	1	genus	Oncideres
2849604	768143	1	1	1	1	1	species	Oncideres impluviata
41155	34667	15	15	2	2	14	subfamily	Lepturinae
294824	41155	12	12	1	1	12	tribe	Lepturini
347354	294824	2	2	1	1	2	genus	Grammoptera
351486	347354	2	2	1	1	2	species	Grammoptera ruficornis
41152	294824	2	2	1	1	2	genus	Leptura
1143061	41152	2	2	1	1	2	species	Leptura quadrifasciata
583689	294824	2	2	1	1	2	genus	Paracorymbia
1586519	583689	2	2	1	1	2	species	Paracorymbia fulva
2784189	294824	2	2	1	1	2	genus	Rutpela
878968	2784189	2	2	1	1	2	species	Rutpela maculata
294816	294824	2	2	1	1	2	genus	Stenurella
877990	294816	2	2	1	1	2	species	Stenurella melanura
558406	294824	2	2	1	1	2	genus	Stictoleptura
879004	558406	2	2	1	1	2	species	Stictoleptura scutellata
294823	41155	3	3	2	2	2	tribe	Rhagiini
41156	294823	2	2	1	1	2	genus	Rhagium
295679	41156	2	2	1	1	2	species	Rhagium mordax
1586633	294823	1	1	1	1	0	genus	Rhamnusium
1586634	1586633	1	1	1	1	0	species	Rhamnusium bicolor
79510	34667	10	10	4	4	6	subfamily	Cerambycinae
320464	79510	3	3	2	2	2	tribe	Callichromatini
320465	320464	3	3	2	2	2	genus	Aromia
1265417	320465	3	3	2	2	2	species	Aromia moschata
584248	79510	2	2	1	1	2	tribe	Anaglyptini
877855	584248	2	2	1	1	2	genus	Anaglyptus
877856	877855	2	2	1	1	2	species	Anaglyptus mysticus
205466	79510	2	2	1	1	2	tribe	Callidiini
295675	205466	2	2	1	1	2	genus	Phymatodes
295676	295675	2	2	1	1	2	species	Phymatodes testaceus
192808	79510	1	1	1	1	0	tribe	Cerambycini
583550	192808	1	1	1	1	0	genus	Nadezhdiella
1261038	583550	1	1	1	1	0	species	Nadezhdiella cantori
79512	79510	1	1	1	1	0	tribe	Clytini
376229	79512	1	1	1	1	0	genus	Neoclytus
376230	376229	1	1	1	1	0	species	Neoclytus acuminatus
376231	376230	1	1	1	1	0	subspecies	Neoclytus acuminatus acuminatus
584258	79510	1	1	1	1	0	tribe	Compsocerini
558737	584258	1	1	1	1	0	genus	Rosalia
3116773	558737	1	1	1	1	0	species	Rosalia funebris
131588	34667	6	6	3	2	4	subfamily	Aseminae
294798	131588	6	6	3	2	4	tribe	Asemini
256646	294798	4	4	3	2	2	genus	Arhopalus
256647	256646	3	3	2	1	2	species	Arhopalus rusticus
1191617	256646	1	1	1	1	0	species	Arhopalus unicolor
256644	294798	2	2	1	1	2	genus	Tetropium
256650	256644	2	2	1	1	2	species	Tetropium fuscum
41154	34667	2	2	1	1	0	subfamily	Prioninae
584378	41154	1	1	1	1	0	tribe	Aegosomatini
1554466	584378	1	1	1	1	0	genus	Aegosoma
2020310	1554466	1	1	1	1	0	species	Aegosoma sinicum
85308	41154	1	1	1	1	0	tribe	Prionini
583427	85308	1	1	1	1	0	genus	Dorysthenes
690275	583427	1	1	1	1	0	species	Dorysthenes granulosus
294804	34667	1	1	1	1	1	subfamily	Disteniinae
376222	294804	1	1	1	1	1	genus	Distenia
1498004	376222	1	1	1	1	1	species	Distenia gracilis
71529	41088	167	167	46	22	123	superfamily	Curculionoidea
7042	71529	142	142	45	22	100	family	Curculionidae
39814	7042	46	46	6	5	44	subfamily	Entiminae
465383	39814	14	14	1	1	14	tribe	Polydrusini
122852	465383	12	12	1	1	12	genus	Polydrusus
1342093	122852	4	4	1	1	4	species	Polydrusus tereticollis
202137	122852	2	2	1	1	2	species	Polydrusus cervinus
1342089	122852	2	2	1	1	2	species	Polydrusus formosus
1342090	122852	2	2	1	1	2	species	Polydrusus impressifrons
202138	122852	2	2	1	1	2	species	Polydrusus pterygomalis
857165	465383	2	2	1	1	2	genus	Pachyrhinus
857166	857165	2	2	1	1	2	species	Pachyrhinus lethierryi
465382	39814	8	8	1	1	8	tribe	Phyllobiini
41160	465382	8	8	1	1	8	genus	Phyllobius
346824	41160	2	2	1	1	2	species	Phyllobius argentatus
202125	41160	2	2	1	1	2	species	Phyllobius pyri
878367	41160	2	2	1	1	2	species	Phyllobius roboretanus
878368	41160	2	2	1	1	2	species	Phyllobius virideaeris
122855	39814	6	6	1	1	6	tribe	Sitonini
122856	122855	6	6	1	1	6	genus	Sitona
878985	122856	2	2	1	1	2	species	Sitona cylindricollis
202195	122856	2	2	1	1	2	species	Sitona lineatus
