assembly_accession	assembly_level	assembly_submitter	assembly_refseq_category	species_taxid	species_scientific_name	biosample_lat	biosample_lon	biosample_collection_country	is_species_name_binomial	has_biosample_coordinates	has_submitter
GCA_022225985.2	Scaffold	Agriculture and Agri-Food Canada		300254	Paraconiothyrium brasiliense			Canada	true	false	true
GCA_022419385.1	Scaffold	Chinese Academy of Forestry		2906079	Paraconiothyrium sp. Pb-2020			China	false	false	true
GCA_002796755.1	Scaffold	Western Sydney University	reference genome	73499	Paracorniculantispora psalliotae	-34.01714	150.667224	Australia	true	true	true
GCA_051529455.1	Scaffold	Technical University of Denmark		73499	Paracorniculantispora psalliotae			United Kingdom	true	false	true
GCA_988205305.1	Chromosome	WELLCOME SANGER INSTITUTE	reference genome	1101030	Paracorsia repandalis	47.9539	16.7747	Austria	true	true	true
GCA_985558005.1	Chromosome	WELLCOME SANGER INSTITUTE	reference genome	1586519	Paracorymbia fulva	51.19	0.12	United Kingdom	true	true	true
GCA_984885545.1	Scaffold	WELLCOME SANGER INSTITUTE		1586519	Paracorymbia fulva	51.19	0.12	United Kingdom	true	true	true
GCA_052075645.1	Scaffold	Iridian Genomes	reference genome	329240	Paracostus englerianus				true	false	true
GCA_051783985.1	Scaffold	Iridian Genomes	reference genome	329252	Paracostus paradoxus				true	false	true
GCA_982382475.1	Chromosome	WELLCOME SANGER INSTITUTE	reference genome	1918286	Paracraspedothrix montivaga	52.72	1.48	United Kingdom	true	true	true
GCA_982382425.1	Scaffold	WELLCOME SANGER INSTITUTE		1918286	Paracraspedothrix montivaga	52.72	1.48	United Kingdom	true	true	true
GCA_019096065.1	Contig	Sungkyunkwan University	reference genome	565004	Paracyclopina nana			South Korea	true	false	true
GCA_015110335.1	Scaffold	"""CICHLID~X"""	reference genome	27757	Paracyprichromis brieni				true	false	true
GCA_015110315.1	Scaffold	"""CICHLID~X"""		27757	Paracyprichromis brieni				true	false	true
GCA_015103275.1	Scaffold	"""CICHLID~X"""	reference genome	309875	Paracyprichromis nigripinnis				true	false	true
GCA_015103255.1	Scaffold	"""CICHLID~X"""		309875	Paracyprichromis nigripinnis				true	false	true
GCA_015105215.1	Scaffold	"""CICHLID~X"""		2591291	Paracyprichromis sp. 'brieni south' AB-2019				false	false	true
GCA_015105235.1	Scaffold	"""CICHLID~X"""		2591291	Paracyprichromis sp. 'brieni south' AB-2019				false	false	true
GCA_015106795.1	Scaffold	"""CICHLID~X"""		2591292	Paracyprichromis sp. 'tembwe' AB-2019				false	false	true
GCA_015108655.1	Scaffold	"""CICHLID~X"""		2591292	Paracyprichromis sp. 'tembwe' AB-2019				false	false	true
GCA_964656215.1	Chromosome	WELLCOME SANGER INSTITUTE	reference genome	722667	Paradarisa consonaria	43.186093	-1.357981	France	true	true	true
GCA_964656105.1	Chromosome	WELLCOME SANGER INSTITUTE		722667	Paradarisa consonaria	43.186093	-1.357981	France	true	true	true
GCA_900634815.1	Scaffold	DTU Bioengineering	reference genome	179392	Paradendryphiella salina				true	false	true
GCA_044007635.1	Scaffold	Iridian Genomes	reference genome	36268	Paradisaea raggiana				true	false	true
GCA_003713265.1	Scaffold	University of Vienna		36268	Paradisaea raggiana				true	false	true
GCA_003713215.1	Scaffold	University of Vienna	reference genome	39963	Paradisaea rubra				true	false	true
GCA_040802845.1	Scaffold	University of Michigan	reference genome	2303735	Paradiscina melaleuca			France	true	false	true
GCA_049181195.1	Scaffold	Iridian Genomes	reference genome	3358861	Paradoxoglanis caudivittatus			Democratic Republic of the Congo	true	false	true
GCA_004024585.1	Scaffold	Broad Institute	reference genome	71117	Paradoxurus hermaphroditus				true	false	true
GCA_020002185.1	Chromosome	Hong Kong University of Science and Technology	reference genome	2080241	Paraescarpia echinospica			China	true	false	true
GCA_021596325.1	Scaffold	Brock University	reference genome	2911076	Parafenestella ontariensis			Canada	true	false	true
GCA_047372445.1	Chromosome	College of Life Sciences	reference genome	490128	Parafronurus youi			China	true	false	true
GCA_986921225.1	Contig	Swiss Institute of Bioinformatics	reference genome	3140644	Paragaleodes judaicus	31.733333	35.213333	Israel	true	true	true
GCA_057318375.1	Scaffold	University of Wisconsin-Madison	reference genome	3148906	Paragaleodes pallidus			Egypt	true	false	true
GCA_910592345.1	Contig	UPPSALA UNIVERISTY	reference genome	144538	Paraglomus brasilianum	-8.06	-34.895	Brazil	true	true	true
GCA_910592205.1	Contig	UPPSALA UNIVERISTY	reference genome	144539	Paraglomus occultum			USA	true	false	true
GCA_022605545.1	Scaffold	University of Ottawa		144539	Paraglomus occultum			Canada	true	false	true
GCA_013368495.1	Scaffold	McDonnell Genome Institute	reference genome	100268	Paragonimus heterotremus			Viet Nam	true	false	true
GCA_014220965.1	Scaffold	The Genome Institute	reference genome	100269	Paragonimus kellicotti			USA	true	false	true
GCA_014338405.1	Scaffold	The Genome Institute		59628	Paragonimus skrjabini miyazakii	35.6833	139.7667	Japan	false	true	true
GCA_008508345.1	Scaffold	University of Queensland	reference genome	34504	Paragonimus westermani	28.11045	95.1405	India	true	true	true
GCA_015252655.1	Scaffold	The Genome Institute		34504	Paragonimus westermani				true	false	true
GCA_964276485.1	Chromosome	WELLCOME SANGER INSTITUTE	reference genome	190579	Paragordius varius	51.3777	-2.3297	United Kingdom	true	true	true
GCA_964247055.1	Chromosome	WELLCOME SANGER INSTITUTE		190579	Paragordius varius	51.3777	-2.3297	United Kingdom	true	true	true
GCA_964247845.1	Scaffold	WELLCOME SANGER INSTITUTE		190579	Paragordius varius	51.3777	-2.3297	United Kingdom	true	true	true
GCA_964276475.1	Chromosome	WELLCOME SANGER INSTITUTE		190579	Paragordius varius	51.3777	-2.3297	United Kingdom	true	true	true
GCA_057556685.1	Scaffold	Canada's national platform for genome sequencing and analysis	reference genome	318094	Paragorgia arborea	51.40282	-131.013	Canada	true	true	true
GCA_057556705.1	Scaffold	Canada's national platform for genome sequencing and analysis		318094	Paragorgia arborea	51.40282	-131.013	Canada	true	true	true
GCA_059750265.1	Scaffold	Canada's national platform for genome sequencing and analysis	reference genome	1825780	Paragorgia pacifica	51.29301	-128.82	Canada	true	true	true
GCA_059750175.1	Scaffold	Canada's national platform for genome sequencing and analysis		1825780	Paragorgia pacifica	51.29301	-128.82	Canada	true	true	true
GCA_035771165.1	Contig	Institute of Oceanology, Chinese Academy of Sciences	reference genome	2918053	Paragorgia papillata				true	false	true
GCA_965637125.1	Chromosome	WELLCOME SANGER INSTITUTE	reference genome	221790	Paragus haemorrhous	51.77	-1.331	United Kingdom	true	true	true
GCA_965637295.1	Scaffold	WELLCOME SANGER INSTITUTE		221790	Paragus haemorrhous	51.77	-1.331	United Kingdom	true	true	true
GCA_040803415.1	Scaffold	University of Michigan	reference genome	1846254	Paragyromitra ambigua			USA	true	false	true
GCA_040803735.1	Scaffold	University of Michigan		1846254	Paragyromitra ambigua			USA	true	false	true
GCA_040803915.1	Scaffold	University of Michigan	reference genome	273506	Paragyromitra infula	47.1207	-122.5013	USA	true	true	true
GCA_040803245.1	Scaffold	University of Michigan	reference genome	3063984	Paragyromitra sichuanensis			China	true	false	true
GCA_038503065.1	Contig	Kunming Institute of Botany	reference genome	2303736	Paragyromitra xinjiangensis				true	false	true
GCA_051403495.1	Contig	Bielefeld University	reference genome	3127341	Parahypoxylon ruwenzoriense	0.33961	29.81795	Democratic Republic of the Congo	true	true	true
GCA_049176195.1	Scaffold	Iridian Genomes	reference genome	409307	Parailia congica			Central African Republic	true	false	true
GCA_049176595.1	Scaffold	Iridian Genomes	reference genome	3358869	Parailia spiniserrata			Sierra Leone	true	false	true
GCA_051529295.1	Scaffold	Technical University of Denmark	reference genome	2651840	Paraisaria gracilis			Germany	true	false	true
GCA_976943335.1	Complete Genome	Comenius University, Faculty of Mathematics, Physics and Informatics	reference genome	1463510	Parajaminaea phylloscopi			Italy	true	false	true
GCA_049862275.1	Scaffold	Chinese Academy of Sciences		3411433	Parajaminaea sp. XY52Y-1	43.3928	83.2205	China	false	true	true
GCA_049862695.1	Scaffold	Chinese Academy of Sciences		3411433	Parajaminaea sp. XY52Y-1	43.3928	83.2205	China	false	true	true
GCA_059582865.1	Chromosome	CSU Los Angeles	reference genome	147646	Paralabrax maculatofasciatus	33.727368	-118.079818	USA	true	true	true
GCA_056868315.1	Contig	UNIVERSITY OF FLORIDA	reference genome	1440115	Paralagenidium karlingii			USA	true	false	true
GCA_002980425.1	Scaffold	Auburn University		1440115	Paralagenidium karlingii	32.590917	-85.510727	USA	true	true	true
GCA_027475765.1	Scaffold	Kasetsart University		1440115	Paralagenidium karlingii				true	false	true
GCA_030762865.1	Chromosome	Institute of Advanced Agricultural Sciences, Peking University	reference genome	4138	Paraleonurus japonicus			China	true	false	true
GCA_052323595.1	Scaffold	USDA	reference genome	1075100	Paraleptosphaeria nitschkei			Switzerland	true	false	true
GCA_052323575.1	Contig	USDA	reference genome	1075102	Paraleptosphaeria praetermissa			Sweden	true	false	true
GCA_050084115.1	Chromosome	BGI Research	reference genome	98499	Paraleucobryum enerve			China	true	false	true
GCA_041146295.1	Contig	BGI-genomics	reference genome	1639336	Paralia guyana			China	true	false	true
GCA_043774345.1	Scaffold	University of California, Santa Cruz	reference genome	319776	Paralichthys californicus			USA	true	false	true
GCA_043774365.1	Scaffold	University of California, Santa Cruz		319776	Paralichthys californicus			USA	true	false	true
GCA_001904815.2	Chromosome	Yellow Sea Fisheries Research Institute, CAFS		8255	Paralichthys olivaceus				true	false	true
GCA_001970005.2	Scaffold	Tsinghua University		8255	Paralichthys olivaceus				true	false	true
GCA_024713975.2	Chromosome	Yellow Sea fisheries Research Institution	reference genome	8255	Paralichthys olivaceus				true	false	true
GCA_027924125.1	Scaffold	laboratory of fish culture Faculty of Marine Science, Tokyo University of Marine Science and Technology		8255	Paralichthys olivaceus				true	false	true
GCA_036983055.1	Chromosome	Nihon University		8255	Paralichthys olivaceus				true	false	true
GCA_041430065.1	Chromosome	Chungnam National University		8255	Paralichthys olivaceus			South Korea	true	false	true
GCA_041430075.1	Chromosome	Chungnam National University		8255	Paralichthys olivaceus			South Korea	true	false	true
GCA_041430085.1	Chromosome	Chungnam National University		8255	Paralichthys olivaceus			South Korea	true	false	true
GCA_041430095.1	Chromosome	Chungnam National University		8255	Paralichthys olivaceus			South Korea	true	false	true
GCA_030248085.1	Scaffold	Academia Sinica		3043723	Paralinhomoeus sp. GSCO2_6				false	false	true
GCA_054878845.1	Scaffold	Iridian Genomes	reference genome	3358888	Paraliparis alius				true	false	true
GCA_054878915.1	Scaffold	Iridian Genomes	reference genome	3002221	Paraliparis andriashevi				true	false	true
GCA_054878965.1	Scaffold	Iridian Genomes	reference genome	948035	Paraliparis antarcticus				true	false	true
GCA_054878935.1	Scaffold	Iridian Genomes	reference genome	3358901	Paraliparis camilarus				true	false	true
GCA_054879015.1	Scaffold	Iridian Genomes	reference genome	1154600	Paraliparis cephalus				true	false	true
GCA_051313365.2	Scaffold	Canada's national platform for genome sequencing and analysis	reference genome	446823	Paraliparis copei			Canada	true	false	true
GCA_051313345.2	Scaffold	Canada's national platform for genome sequencing and analysis		446823	Paraliparis copei			Canada	true	false	true
GCA_054879125.1	Scaffold	Iridian Genomes		446823	Paraliparis copei				true	false	true
GCA_054879065.1	Scaffold	Iridian Genomes	reference genome	1526689	Paraliparis devriesi				true	false	true
GCA_054879175.1	Scaffold	Iridian Genomes	reference genome	3002225	Paraliparis ekaporus				true	false	true
GCA_054879245.1	Scaffold	Iridian Genomes	reference genome	446824	Paraliparis garmani				true	false	true
GCA_054879225.1	Scaffold	Iridian Genomes	reference genome	1642161	Paraliparis grandis				true	false	true
GCA_054879295.1	Scaffold	Iridian Genomes	reference genome	3358923	Paraliparis haploporus				true	false	true
GCA_054879365.1	Scaffold	Iridian Genomes	reference genome	3001294	Paraliparis holomelas				true	false	true
GCA_054879325.1	Scaffold	Iridian Genomes	reference genome	3358937	Paraliparis longicaecus				true	false	true
GCA_054879415.1	Scaffold	Iridian Genomes	reference genome	3002227	Paraliparis macropterus				true	false	true
GCA_054879445.1	Scaffold	Iridian Genomes	reference genome	3358941	Paraliparis mentikoilon				true	false	true
GCA_054879475.1	Scaffold	Iridian Genomes	reference genome	3358942	Paraliparis mento				true	false	true
GCA_054879525.1	Scaffold	Iridian Genomes	reference genome	1094295	Paraliparis neelovi				true	false	true
GCA_054879565.1	Scaffold	Iridian Genomes	reference genome	3358948	Paraliparis nigrolineatus				true	false	true
GCA_054879595.1	Scaffold	Iridian Genomes	reference genome	3002228	Paraliparis nullansa				true	false	true
GCA_054879635.1	Scaffold	Iridian Genomes	reference genome	3002229	Paraliparis orbitalis				true	false	true
GCA_054879695.1	Scaffold	Iridian Genomes	reference genome	3358951	Paraliparis parviradialis				true	false	true
GCA_054879715.1	Scaffold	Iridian Genomes	reference genome	557359	Paraliparis paucidens				true	false	true
GCA_054879735.1	Scaffold	Iridian Genomes	reference genome	557360	Paraliparis pectoralis				true	false	true
GCA_054879755.1	Scaffold	Iridian Genomes	reference genome	2563673	Paraliparis penicillus				true	false	true
GCA_054879775.1	Scaffold	Iridian Genomes	reference genome	3358954	Paraliparis plicatus				true	false	true
GCA_054879795.1	Scaffold	Iridian Genomes	reference genome	3002230	Paraliparis posteroporus				true	false	true
GCA_054879835.1	Scaffold	Iridian Genomes	reference genome	557361	Paraliparis rosaceus				true	false	true
GCA_054879815.1	Scaffold	Iridian Genomes	reference genome	3358961	Paraliparis stehmanni				true	false	true
GCA_054879855.1	Scaffold	Iridian Genomes	reference genome	2563672	Paraliparis ulochir				true	false	true
GCA_048321175.1	Scaffold	Iridian Genomes	reference genome	3358969	Paraliparis voroninorum				true	false	true
GCA_018397895.1	Scaffold	The Chinese University of Hong Kong	reference genome	6741	Paralithodes camtschaticus			USA	true	false	true
GCA_032716605.1	Chromosome	School of Ecology and Environment	reference genome	273748	Paralithodes platypus			China	true	false	true
GCA_013283005.1	Chromosome	Center for Ecological and Environmental Sciences		273748	Paralithodes platypus			Pacific Ocean	true	false	true
GCA_049998595.1	Contig	Insitute of Oceanology, CAS	reference genome	36111	Paralvinella hessleri			Pacific Ocean	true	false	true
GCA_025642065.1	Contig	Universite de Montreal	reference genome	53620	Paralvinella palmiformis	47.949993	-129.096988	Pacific Ocean	true	true	true
GCA_019649055.1	Scaffold	The University of Tokyo	reference genome	2943436	Paramacrobiotus metropolitanus			Japan	true	false	true
GCA_034698045.1	Contig	LOEWE Centre for Translational Biodiversity Genomics	reference genome	697321	Paramacrobiotus richtersi			Germany	true	false	true
GCA_052674745.1	Contig	mibiome Therapeutics LLP		3440141	Paramacrobiotus sp. BLR			India	false	false	true
GCA_037176845.1	Contig	USDA ARS	reference genome	297713	Paramarasmius palmivorus	7.090541	-2.024937	Ghana	true	true	true
GCA_040357535.1	Scaffold	Uppsala University	reference genome	2844372	Paramarteilia canceri	53.1696944	-9.1546667	Ireland	true	true	true
GCA_900634625.2	Chromosome	SC	reference genome	210632	Parambassis ranga				true	false	true
GCA_900651595.1	Scaffold	SC		210632	Parambassis ranga				true	false	true
GCA_980646935.1	Scaffold	Genoscope	reference genome	65126	Paramecium biaurelia				true	false	true
GCA_000733385.1	Scaffold	Indiana University		65126	Paramecium biaurelia			Russia	true	false	true
GCA_053455385.1	Contig	University of Oxford	reference genome	74790	Paramecium bursaria			United Kingdom	true	false	true
GCA_016759035.1	Contig	Academia Sinica		74790	Paramecium bursaria			Japan	true	false	true
GCA_016759055.1	Contig	Academia Sinica		74790	Paramecium bursaria			Japan	true	false	true
GCA_016802755.1	Contig	Academia Sinica		74790	Paramecium bursaria			Japan	true	false	true
GCA_016802775.1	Contig	Academia Sinica		74790	Paramecium bursaria			Japan	true	false	true
GCA_016807985.1	Contig	Academia Sinica		74790	Paramecium bursaria			Japan	true	false	true
GCA_016808005.1	Contig	Academia Sinica		74790	Paramecium bursaria			Japan	true	false	true
GCA_016808045.1	Contig	Academia Sinica		74790	Paramecium bursaria			Japan	true	false	true
GCA_016808065.2	Contig	Academia Sinica		74790	Paramecium bursaria			Japan	true	false	true
GCA_043974915.1	Contig	Academia Sinica		74790	Paramecium bursaria			Taiwan	true	false	true
GCA_043974975.1	Contig	Academia Sinica		74790	Paramecium bursaria			Taiwan	true	false	true
GCA_976925385.1	Complete Genome	WELLCOME SANGER INSTITUTE		74790	Paramecium bursaria	51.757654	-1.251002	United Kingdom	true	true	true
GCA_982500475.1	Chromosome	WELLCOME SANGER INSTITUTE		74790	Paramecium bursaria	51.757654	-1.251002	United Kingdom	true	true	true
GCA_983028695.1	Chromosome	WELLCOME SANGER INSTITUTE		74790	Paramecium bursaria	51.757654	-1.251002	United Kingdom	true	true	true
GCA_054733055.1	Contig	Institute of Evolution and Marine Biodiversity, Ocean University of China	reference genome	83916	Paramecium calkinsi			China	true	false	true
GCA_000715435.1	Scaffold	Indiana University	reference genome	5885	Paramecium caudatum			Japan	true	false	true
GCA_977966355.1	Chromosome	WELLCOME SANGER INSTITUTE	reference genome	3029279	Paramecium deuterobursaria	51.757654	-1.251002	United Kingdom	true	true	true
GCA_973845125.1	Chromosome	WELLCOME SANGER INSTITUTE	reference genome	109353	Paramecium nephridiatum	43.718545	10.39567	Italy	true	true	true
GCA_980644265.1	Scaffold	Genoscope	reference genome	43137	Paramecium octaurelia				true	false	true
GCA_905182995.1	Scaffold	Genoscope CEA		43137	Paramecium octaurelia				true	false	true
GCA_980645695.1	Scaffold	Genoscope	reference genome	43138	Paramecium pentaurelia				true	false	true
GCA_905183005.1	Scaffold	Genoscope CEA		43138	Paramecium pentaurelia				true	false	true
GCA_980642815.1	Scaffold	Genoscope	reference genome	5886	Paramecium primaurelia				true	false	true
GCA_905182975.1	Scaffold	Genoscope CEA		5886	Paramecium primaurelia				true	false	true
GCA_000733375.1	Scaffold	Indiana University	reference genome	65128	Paramecium sexaurelia			Russia	true	false	true
GCA_980645855.1	Scaffold	Genoscope		65128	Paramecium sexaurelia				true	false	true
GCA_905182985.1	Scaffold	Genoscope CEA	reference genome	65129	Paramecium sonneborni				true	false	true
GCA_980648905.1	Contig	Genoscope		65129	Paramecium sonneborni				true	false	true
GCA_977966395.1	Chromosome	WELLCOME SANGER INSTITUTE	reference genome	3029280	Paramecium tetratobursaria	51.757654	-1.251002	United Kingdom	true	true	true
GCA_000165425.1	Scaffold	Genoscope	reference genome	5888	Paramecium tetraurelia				true	false	true
GCA_054790855.1	Contig	University of Bern		5888	Paramecium tetraurelia			Switzerland	true	false	true
GCA_977072105.1	Contig	University of Bern		5888	Paramecium tetraurelia			Switzerland	true	false	true
GCA_980648895.1	Scaffold	Genoscope		5888	Paramecium tetraurelia				true	false	true
GCA_980649275.1	Scaffold	Genoscope		5888	Paramecium tetraurelia				true	false	true
GCA_980650655.1	Scaffold	Genoscope		5888	Paramecium tetraurelia				true	false	true
GCA_980654785.1	Scaffold	Genoscope		5888	Paramecium tetraurelia				true	false	true
GCA_056747715.1	Contig	Heilongjiang University	reference genome	2818396	Parametarhizium changbaiense	41.96	127.96	China	true	true	true
GCA_056747755.1	Contig	Heilongjiang University	reference genome	2818397	Parametarhizium hingganense	52.33	124.7	China	true	true	true
GCA_002794465.1	Scaffold	University of Michigan	reference genome	1246581	Paramicrosporidium saccamoebae			France	true	false	true
GCA_018247135.1	Contig	Florida Museum of Natural History	reference genome	2201587	Paramimus stigma	-10.53333	-62.8	Brazil	true	true	true
GCA_030506205.2	Chromosome	ihb	reference genome	90735	Paramisgurnus dabryanus			China	true	false	true
GCA_977017615.1	Scaffold	WELLCOME SANGER INSTITUTE	reference genome	1077153	Paramoeba atlantica	44.639573	-63.583073	Canada	true	true	true
GCA_977017575.1	Contig	WELLCOME SANGER INSTITUTE		1077153	Paramoeba atlantica	44.639573	-63.583073	Canada	true	true	true
GCA_982936675.1	Contig	WELLCOME SANGER INSTITUTE	reference genome	1321612	Paramoeba invadens	44.639573	-63.583073	Canada	true	true	true
GCA_982936685.1	Contig	WELLCOME SANGER INSTITUTE		1321612	Paramoeba invadens	44.639573	-63.583073	Canada	true	true	true
GCA_002151225.1	Scaffold	Dalhousie University	reference genome	180228	Paramoeba pemaquidensis	52.9	-4.2	United Kingdom	true	true	true
GCA_026780785.1	Scaffold	IRIDIAN GENOMES	reference genome	112141	Paramormyrops hopkinsi				true	false	true
GCA_002872115.1	Scaffold	Michigan State University		1676925	Paramormyrops kingsleyae	-2.16341666	11.46185	Gabon	true	true	true
GCA_025177845.1	Scaffold	Michigan State University		1676925	Paramormyrops kingsleyae				true	false	true
GCA_048594095.1	Chromosome	Michigan State University	reference genome	1676925	Paramormyrops kingsleyae			Gabon	true	false	true
GCA_027576875.1	Scaffold	IRIDIAN GENOMES		191268	Paramormyrops sp. MAG				false	false	true
GCA_049181475.1	Scaffold	Iridian Genomes	reference genome	1233697	Paramphilius baudoni			Democratic Republic of the Congo	true	false	true
GCA_977018925.1	Contig	WELLCOME SANGER INSTITUTE	reference genome	869566	Paramuricea biscaya	27.1105	-91.165	USA	true	true	true
GCA_977018935.1	Scaffold	WELLCOME SANGER INSTITUTE		869566	Paramuricea biscaya	27.1105	-91.165	USA	true	true	true
GCA_902702795.2	Scaffold	Centro Nacional de Análisis Genómico	reference genome	317549	Paramuricea clavata			Mediterranean Sea	true	false	true
GCA_023375755.1	Contig	Institute of Plant Protection, Tianjin Academy of Agricultural Sciences	reference genome	1859967	Paramyrothecium foliicola			China	true	false	true
GCA_003012165.1	Scaffold	USDA, ARS, NCAUR	reference genome	1859971	Paramyrothecium roridum			Mexico	true	false	true
GCA_020881915.1	Contig	Biotechnology Research Institute, Chinese Academy of Agriculture Sciences		2884823	Paramyrothecium sp. XJ0827	43.12	81.91	China	false	true	true
GCA_055771355.1	Scaffold	Bird 10,000 Genomes (B10K) consortium	reference genome	254574	Paramythia montium				true	false	true
GCA_040366115.1	Scaffold	University of Copenhagen		254574	Paramythia montium	-5.78611111	145.0588889	Papua New Guinea	true	true	true
GCA_977968065.1	Scaffold	B10K project		254574	Paramythia montium				true	false	true
GCA_965243875.1	Chromosome	Genoscope	reference genome	1548796	Paranemonia cinerea	42.84266	3.035649	Mediterranean Sea	true	true	true
GCA_053541575.1	Contig	Okinawa Institute of Science and Technology OIST	reference genome	1507049	Paraneotermes simplicicornis			USA	true	false	true
GCA_904810715.1	Contig	AUSTRALIAN NATIONAL UNIVERSITY		9291	Parantechinus apicalis			Australia	true	false	true
GCA_036491945.1	Scaffold	Nanjing Agricultural University	reference genome	2583953	Paranurophorus simplex			China	true	false	true
GCA_056783875.1	Scaffold	the University of Sydney	reference genome	112962	Parapanesthia gigantea			Australia	true	false	true
GCA_964237415.1	Chromosome	WELLCOME SANGER INSTITUTE	reference genome	2776077	Paraperithous gnathaulax	51.77	-1.31	United Kingdom	true	true	true
GCA_964237505.1	Contig	WELLCOME SANGER INSTITUTE		2776077	Paraperithous gnathaulax	51.77	-1.31	United Kingdom	true	true	true
GCA_015832175.1	Contig	University of Bedfordshire	reference genome	565426	Paraphaeosphaeria minitans	55.378	-3.44	United Kingdom	true	true	true
GCA_009707825.1	Scaffold	State Key Laboratory of Agriculture Microbiology		565426	Paraphaeosphaeria minitans	32.19	110.16	China	true	true	true
GCA_048937215.1	Scaffold	University of Bedfordshire		565426	Paraphaeosphaeria minitans	52.1326	5.2913	Netherlands	true	true	true
GCA_048937225.1	Contig	University of Bedfordshire		565426	Paraphaeosphaeria minitans	41.8719	12.5674	Italy	true	true	true
GCA_048937275.1	Scaffold	University of Bedfordshire		565426	Paraphaeosphaeria minitans	51.1657	10.4515	Germany	true	true	true
GCA_048937285.1	Scaffold	University of Bedfordshire		565426	Paraphaeosphaeria minitans	6.4238	-66.5897	Venezuela	true	true	true
GCA_048937315.1	Scaffold	University of Bedfordshire		565426	Paraphaeosphaeria minitans	-40.9006	174.886	New Zealand	true	true	true
GCA_048937325.1	Scaffold	University of Bedfordshire		565426	Paraphaeosphaeria minitans	55.3781	-3.436	United Kingdom	true	true	true
GCA_001642045.1	Scaffold	DOE Joint Genome Institute	reference genome	1460663	Paraphaeosphaeria sporulosa				true	false	true
GCA_037672785.1	Scaffold	University of Salamanca		1460663	Paraphaeosphaeria sporulosa			Italy	true	false	true
GCA_048937355.1	Contig	University of Bedfordshire		1460663	Paraphaeosphaeria sporulosa	37.0902	-95.7129	USA	true	true	true
GCA_020744225.1	Contig	DOE Joint Genome Institute	reference genome	798071	Paraphoma chrysanthemicola			Germany	true	false	true
GCA_020744215.1	Contig	DOE Joint Genome Institute		798071	Paraphoma chrysanthemicola				true	false	true
GCA_030544205.1	Contig	Lanzhou University of Technology		798071	Paraphoma chrysanthemicola			China	true	false	true
GCA_001748405.1	Contig	National Institute for Agro-Environmental Sciences (NIAES)		1804209	Paraphoma sp. B47-9				false	false	true
GCA_060697205.1	Chromosome	Wuhan Botanical Garden, Chinese Academy of Sciences	reference genome	1500003	Paraphysoderma sedebokerense			China	true	false	true
GCA_025602915.1	Contig	DOE Joint Genome Institute		1500003	Paraphysoderma sedebokerense				true	false	true
GCA_048544345.1	Contig	Museum National d'Histoire Naturelle		1500003	Paraphysoderma sedebokerense			Portugal	true	false	true
GCA_051201325.1	Contig	Museum National d'Histoire Naturelle		1500003	Paraphysoderma sedebokerense			USA	true	false	true
GCA_965644295.1	Contig	Institut de Ciencies del Mar (ICM-CSIC)	reference genome	89770	Paraphysomonas bandaiensis			Mediterranean Sea	true	false	true
GCA_016785265.1	Scaffold	Center for Ecological and Environmental Sciences	reference genome	366904	Paraplagusia blochii				true	false	true
GCA_048542505.1	Scaffold	GAGA	reference genome	55425	Paraponera clavata			French Guiana	true	false	true
GCA_910589355.1	Chromosome	WELLCOME SANGER INSTITUTE	reference genome	1594321	Parapoynx stratiotata	51.764	-1.327	United Kingdom	true	true	true
GCA_910589245.1	Contig	WELLCOME SANGER INSTITUTE		1594321	Parapoynx stratiotata	51.764	-1.327	United Kingdom	true	true	true
GCA_057548475.1	Contig	The Frontier Research Institute for Interdisciplinary Sciences, Tohoku University	reference genome	490339	Parapriacanthus ransonneti	26	127	Japan	true	true	true
GCA_965233875.1	Contig	MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY	reference genome	1187980	Parapristionchus giblindavisi			Germany	true	false	true
GCA_900491355.1	Scaffold	MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY		1187980	Parapristionchus giblindavisi				true	false	true
GCA_943737045.1	Contig	MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY		1187980	Parapristionchus giblindavisi				true	false	true
GCA_022651745.1	Contig	LOEWE Centre for Translational Biodiversity Genomics	reference genome	177890	Parapsyche elsis	40.3475136	-111.5476378	USA	true	true	true
GCA_018249815.1	Contig	Florida Museum of Natural History		116150	Pararge aegeria				true	false	true
GCA_900499025.1	Scaffold	STOCKHOLM UNIVERSITY		116150	Pararge aegeria				true	false	true
GCA_905163445.1	Chromosome	Wellcome Sanger Institute	reference genome	116150	Pararge aegeria	55.884404	-2.857514	United Kingdom	true	true	true
GCA_905163545.1	Contig	SC		116150	Pararge aegeria	55.884404	-2.857514	United Kingdom	true	true	true
GCA_934870175.1	Scaffold	Stockholm University		348720	Pararge aegeria aegeria			Sweden	false	false	true
GCA_964330365.1	Chromosome	WELLCOME SANGER INSTITUTE	reference genome	111933	Pararge xiphia	32.760037	-17.016705	Portugal	true	true	true
GCA_964330265.1	Scaffold	WELLCOME SANGER INSTITUTE		111933	Pararge xiphia	32.760037	-17.016705	Portugal	true	true	true
GCA_025774045.1	Scaffold	Iridian Genomes	reference genome	3363670	Pararius proximus			Papua New Guinea	true	false	true
GCA_036250105.1	Scaffold	St. Xavier's College (Autonomous), Kolkata	reference genome	2823771	Parasarocladium wereldwijsianum	22.15	88.87	India	true	true	true
